Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000020385.17	Clk4	3.11201587995189	4.19200655330329	3.5039892567184	3.41699773334896	3.78774671527105	3.60834225353812
ENSMUSG00000029578.16	Wipi2	1.87694412479609	2.77125383461079	2.21937410053323	2.02342682074797	2.30622383402756	2.25653157864022
ENSMUSG00000066036.15	Ubr4	3.34050211900778	4.29689054803166	4.01045101194554	3.58662864683234	4.15927014596804	3.94420565915911
ENSMUSG00000008859.9	Rala	3.70195886764377	2.95531774436536	3.32004066281587	3.53378999940067	3.20337015027439	3.36332825537469
ENSMUSG00000042548.15	Asxl1	0.921858660630516	2.26044229448836	1.33291070108948	1.33490083654994	1.96887753247756	1.4520614550097
ENSMUSG00000027187.11	Cat	5.01942898687931	6.52283223084634	6.39858850317516	5.57215340665767	6.37261410100293	6.3710101732754
ENSMUSG00000035569.18	Ankrd11	2.76952126733563	3.77458368323784	3.34060496882717	2.94223187164013	3.54398998743184	3.31277833742198
ENSMUSG00000054676.18	1600014C10Rik	3.12553927682542	2.39582432577877	2.71625568320892	2.96859962970363	2.61375690082689	2.69795598264246
ENSMUSG00000015837.16	Sqstm1	7.31059650838711	8.56097695076177	8.28312658370256	7.61982951167552	8.17579418003342	8.41302476970344
ENSMUSG00000033102.16	Cdc14b	-0.117029268780687	0.980928911452241	-0.0235922993966643	0.0655742728956683	0.515055788815	0.026612902873309
ENSMUSG00000020883.19	Fbxl20	0.951055491429899	2.08951896060955	1.29087185813278	1.32816590801289	1.91825471897886	1.32832090114372
ENSMUSG00000017817.12	Jph2	7.88134952924192	6.67393993008878	7.25949114613745	7.61062043770026	7.08329467339949	7.13618003322806
ENSMUSG00000025162.19	Csnk1d	3.51778449199228	4.08440782527433	3.97590973983953	3.64365525669696	3.89584875166913	4.04724425590653
ENSMUSG00000027452.12	Acss1	3.09240197902113	5.04300597353479	4.38626313676976	3.65389699678413	4.64735772655256	4.59917074689062
ENSMUSG00000033684.15	Qsox1	0.975008057393165	1.77893990222584	1.45723475024405	1.25840747694582	1.5745830663881	1.37951941894786
ENSMUSG00000015357.11	Clpx	4.4975100420569	5.63697075097866	5.08278443672818	4.71597580634853	5.44610620252201	5.17198197240866
ENSMUSG00000020453.18	Patz1	1.02319961918127	2.00380886229454	1.50719653902287	1.41568001379673	1.84830119540171	1.60909417183782
ENSMUSG00000029512.12	Ulk1	3.72020853682888	5.60049462269672	4.52138590014279	3.96096515593735	4.76242614993081	4.54460643324835
ENSMUSG00000038506.14	Dcun1d2	4.36756974657348	3.71954234434894	3.93870668532915	4.28108845891269	3.94587831427361	3.93123006751715
ENSMUSG00000018820.14	Zfyve27	1.00384995760997	1.86823484859843	1.42181696351826	1.13074034713632	1.67221072517523	1.46631711281467
ENSMUSG00000029131.15	Dnajb6	3.59528432015658	4.42299725825339	4.07341385677565	3.93061904865044	4.24248268384569	4.23163157138315
ENSMUSG00000042675.16	Ypel3	4.87222053367157	6.02081444222421	5.58431606648128	5.07315904117233	5.63392776554315	5.69464542880679
ENSMUSG00000027438.15	Napb	1.72417697460483	3.77729807688816	2.48676176765581	2.34086226135855	3.05658222546873	2.71750479059294
ENSMUSG00000020715.10	Ern1	0.619572279261637	1.63226181150151	1.19409350753192	0.964882542991442	1.42161115961184	1.05892213259442
ENSMUSG00000039480.15	Nt5dc1	0.524554060882692	1.71662006170493	1.03050389958551	0.774323398795264	1.29773911101592	1.26246639742694
ENSMUSG00000026790.20	Odf2	0.236092604689482	1.25136761635168	0.841138736693537	0.392176074862652	1.10366513147089	0.792143066589608
