Geneid	Symbol	GElaS
ENSMFAG00000042930	DGAT2	0.206335088898758
ENSMFAG00000037503	ABCB8	0.257757202210664
ENSMFAG00000039884	PSMG4	0.376927682630308
ENSMFAG00000042892	RUSC1	0
ENSMFAG00000035885	ERF	0.275793898418444
ENSMFAG00000060921	""	0.371560499928339
ENSMFAG00000001615	RUBCN	0.0521937887995337
ENSMFAG00000045053	CBR1	0.272956307239631
ENSMFAG00000032564	GSTP1	0.312603348961013
ENSMFAG00000045848	RPS6KA6	0.487164524411493
ENSMFAG00000003203	YES1	0.665433252658723
ENSMFAG00000034906	ARHGEF2	0.173214812221853
ENSMFAG00000002655	""	0.676263828895809
ENSMFAG00000000305	PPP1R13B	0.0529096284256304
ENSMFAG00000032324	""	2.01064141331737
ENSMFAG00000033346	SFR1	0.138500448634183
ENSMFAG00000037126	ANO6	0.449206555965521
ENSMFAG00000036154	ATP8B1	0.0808493893946638
ENSMFAG00000002181	TRPC6	0
ENSMFAG00000045652	SMAD2	0.393159623470555
ENSMFAG00000034013	KIRREL1	0.358937583066893
ENSMFAG00000001621	ALG3	0.304323798122293
ENSMFAG00000036634	PAK3	0.116694130857125
ENSMFAG00000042756	CCDC124	0.126272574841059
ENSMFAG00000035621	RC3H2	0.402503510530581
ENSMFAG00000044979	BTAF1	0.127066129571723
ENSMFAG00000030742	ADGRG3	0.4602445549276
ENSMFAG00000001580	PTPN14	0.580058787213924
ENSMFAG00000046132	PDE10A	0.263116367769994
ENSMFAG00000045752	FGFR2	0.250578126055151
ENSMFAG00000001820	CIAO2B	0.120291379764574
ENSMFAG00000000533	ARHGAP42	0.256704965948501
ENSMFAG00000032174	NTHL1	0.23383300115571
ENSMFAG00000001454	ECI1	0.125171556266981
ENSMFAG00000032056	ZBTB10	0.808254408855847
ENSMFAG00000002793	SFMBT1	0.144825760662073
ENSMFAG00000034560	MIOS	0.0759996722243103
ENSMFAG00000048388	""	0.0795186293728744
ENSMFAG00000036539	""	0.0393929008964381
ENSMFAG00000039442	TKT	0.0686032146099128
ENSMFAG00000003396	H2BC18	0.313256537521742
